time,v(eps_s),v(alpha),vdd#branch
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.405700000000000091e-04
1.000000000000000048e-04,9.999999999999999547e-08,0.000000000000000000e+00,-2.405700000000000091e-04
2.000000000000000096e-04,1.999999999999999909e-07,0.000000000000000000e+00,-2.405700000000000091e-04
4.000000000000000192e-04,3.999999999999999819e-07,0.000000000000000000e+00,-2.405700000000000091e-04
8.000000000000000383e-04,7.999999999999999638e-07,0.000000000000000000e+00,-2.405700000000000091e-04
1.600000000000000077e-03,1.599999999999999928e-06,0.000000000000000000e+00,-2.405700000000000091e-04
3.200000000000000153e-03,3.199999999999999855e-06,0.000000000000000000e+00,-2.405700000000000091e-04
6.400000000000000307e-03,6.399999999999999710e-06,0.000000000000000000e+00,-2.405700000000000091e-04
1.280000000000000061e-02,1.279999999999999942e-05,0.000000000000000000e+00,-2.405700000000000091e-04
2.280000000000000082e-02,2.279999999999999854e-05,0.000000000000000000e+00,-2.405700000000000091e-04
3.280000000000000276e-02,3.279999999999999767e-05,0.000000000000000000e+00,-2.405700000000000091e-04
4.279999999999999777e-02,4.279999999999999679e-05,0.000000000000000000e+00,-2.405700000000000091e-04
5.279999999999999971e-02,5.280000000000000269e-05,0.000000000000000000e+00,-2.405700000000000091e-04
6.279999999999999472e-02,6.279999999999999504e-05,0.000000000000000000e+00,-2.405700000000000091e-04
7.280000000000000360e-02,7.279999999999999416e-05,0.000000000000000000e+00,-2.405700000000000091e-04
8.279999999999999860e-02,8.279999999999999329e-05,0.000000000000000000e+00,-2.405700000000000091e-04
9.279999999999999361e-02,9.280000000000000597e-05,0.000000000000000000e+00,-2.405700000000000091e-04
1.028000000000000025e-01,1.028000000000000051e-04,0.000000000000000000e+00,-2.405700000000000091e-04
1.127999999999999975e-01,1.128000000000000042e-04,0.000000000000000000e+00,-2.405700000000000091e-04
1.228000000000000064e-01,1.228000000000000033e-04,0.000000000000000000e+00,-2.405700000000000091e-04
1.328000000000000014e-01,1.328000000000000025e-04,0.000000000000000000e+00,-2.405700000000000091e-04
1.428000000000000103e-01,1.428000000000000016e-04,0.000000000000000000e+00,-2.405700000000000091e-04
1.527999999999999914e-01,1.528000000000000007e-04,0.000000000000000000e+00,-2.405700000000000091e-04
1.628000000000000003e-01,1.627999999999999998e-04,0.000000000000000000e+00,-2.405700000000000091e-04
1.728000000000000091e-01,1.727999999999999990e-04,0.000000000000000000e+00,-2.405700000000000091e-04
1.827999999999999903e-01,1.827999999999999981e-04,0.000000000000000000e+00,-2.405700000000000091e-04
1.927999999999999992e-01,1.927999999999999972e-04,0.000000000000000000e+00,-2.405700000000000091e-04
2.028000000000000080e-01,2.027999999999999963e-04,0.000000000000000000e+00,-2.405700000000000091e-04
2.127999999999999892e-01,2.127999999999999955e-04,0.000000000000000000e+00,-2.405700000000000091e-04
2.227999999999999980e-01,2.227999999999999946e-04,0.000000000000000000e+00,-2.405700000000000091e-04
2.328000000000000069e-01,2.327999999999999937e-04,0.000000000000000000e+00,-2.405700000000000091e-04
2.427999999999999881e-01,2.427999999999999928e-04,0.000000000000000000e+00,-2.405700000000000091e-04
2.528000000000000247e-01,2.528000000000000191e-04,0.000000000000000000e+00,-2.405700000000000091e-04
2.627999999999999781e-01,2.627999999999999911e-04,0.000000000000000000e+00,-2.405700000000000091e-04
2.727999999999999869e-01,2.728000000000000173e-04,0.000000000000000000e+00,-2.405700000000000091e-04
2.827999999999999958e-01,2.827999999999999893e-04,0.000000000000000000e+00,-2.405700000000000091e-04
2.928000000000000047e-01,2.928000000000000155e-04,0.000000000000000000e+00,-2.405700000000000091e-04
3.028000000000000136e-01,3.027999999999999876e-04,0.000000000000000000e+00,-2.405700000000000091e-04
3.128000000000000225e-01,3.128000000000000138e-04,0.000000000000000000e+00,-2.405700000000000091e-04
3.227999999999999758e-01,3.227999999999999858e-04,0.000000000000000000e+00,-2.405700000000000091e-04
3.327999999999999847e-01,3.328000000000000120e-04,0.000000000000000000e+00,-2.405700000000000091e-04
3.427999999999999936e-01,3.427999999999999841e-04,0.000000000000000000e+00,-2.405700000000000091e-04
3.528000000000000025e-01,3.528000000000000103e-04,0.000000000000000000e+00,-2.405700000000000091e-04
3.628000000000000114e-01,3.627999999999999823e-04,0.000000000000000000e+00,-2.405700000000000091e-04
3.728000000000000203e-01,3.728000000000000085e-04,0.000000000000000000e+00,-2.405700000000000091e-04
3.827999999999999736e-01,3.827999999999999806e-04,0.000000000000000000e+00,-2.405700000000000091e-04
3.927999999999999825e-01,3.928000000000000068e-04,0.000000000000000000e+00,-2.405700000000000091e-04
4.027999999999999914e-01,4.027999999999999788e-04,0.000000000000000000e+00,-2.405700000000000091e-04
4.128000000000000003e-01,4.128000000000000050e-04,0.000000000000000000e+00,-2.405700000000000091e-04
4.228000000000000091e-01,4.227999999999999771e-04,0.000000000000000000e+00,-2.405700000000000091e-04
4.328000000000000180e-01,4.328000000000000033e-04,0.000000000000000000e+00,-2.405700000000000091e-04
4.428000000000000269e-01,4.427999999999999753e-04,0.000000000000000000e+00,-2.405700000000000091e-04
4.527999999999999803e-01,4.528000000000000015e-04,0.000000000000000000e+00,-2.405700000000000091e-04
4.627999999999999892e-01,4.627999999999999736e-04,0.000000000000000000e+00,-2.405700000000000091e-04
4.727999999999999980e-01,4.727999999999999998e-04,0.000000000000000000e+00,-2.405700000000000091e-04
